0,1,2
0.7_1_8_3_0_5_1_16_100_6.keras,"[0.4747711718082428, 0.6473214030265808]","[0.603063702583313, 0.4761904776096344]"
0.7_1_8_3_0_5_1_32_100_6.keras,"[0.4824380576610565, 0.6501901149749756]","[0.5290687084197998, 0.7580645084381104]"
0.7_1_8_3_0_5_1_4_100_6.keras,"[0.4798215925693512, 0.6399999856948853]","[0.5992763638496399, 0.5128205418586731]"
0.7_1_8_3_0_5_1_64_100_6.keras,"[0.46645841002464294, 0.6041666865348816]","[0.5496278405189514, 0.5370370149612427]"
0.7_1_8_3_0_5_1_8_100_6.keras,"[0.48099052906036377, 0.5866666436195374]","[0.6271762251853943, 0.6153846383094788]"
0.7_1_8_3_0_5_2_16_100_6.keras,"[0.4313089847564697, 0.6575342416763306]","[0.6369291543960571, 0.5030674934387207]"
0.7_1_8_3_0_5_2_32_100_6.keras,"[0.4568488597869873, 0.6089887619018555]","[0.898918092250824, 0.4588235318660736]"
0.7_1_8_3_0_5_2_4_100_6.keras,"[0.4757685363292694, 0.6691176295280457]","[0.7113151550292969, 0.47311827540397644]"
0.7_1_8_3_0_5_2_64_100_6.keras,"[0.3972134292125702, 0.7407407164573669]","[1.8834093809127808, 0.3877550959587097]"
0.7_1_8_3_0_5_2_8_100_6.keras,"[0.4651874303817749, 0.6258503198623657]","[0.5429054498672485, 0.4661654233932495]"
0.7_1_8_3_0_5_3_16_100_6.keras,"[0.40639519691467285, 0.6765217185020447]","[0.9476883411407471, 0.4275362193584442]"
0.7_1_8_3_0_5_3_32_100_6.keras,"[0.3544548749923706, 0.7186261415481567]","[1.0059831142425537, 0.4175824224948883]"
0.7_1_8_3_0_5_3_4_100_6.keras,"[0.47010722756385803, 0.7023255825042725]","[0.6223339438438416, 0.455089807510376]"
0.7_1_8_3_0_5_3_64_100_6.keras,"[0.39873048663139343, 0.7219343781471252]","[0.8044461011886597, 0.5376344323158264]"
0.7_1_8_3_0_5_3_8_100_6.keras,"[0.45518872141838074, 0.6550801992416382]","[0.6294556856155396, 0.5106382966041565]"
0.7_1_8_3_0_5_4_16_100_6.keras,"[0.3890831768512726, 0.805486261844635]","[0.9941702485084534, 0.3764044940471649]"
0.7_1_8_3_0_5_4_32_100_6.keras,"[0.2964736819267273, 0.800000011920929]","[1.0659382343292236, 0.47445255517959595]"
0.7_1_8_3_0_5_4_4_100_6.keras,"[0.4544442296028137, 0.6541786789894104]","[1.1979364156723022, 0.43023255467414856]"
0.7_1_8_3_0_5_4_64_100_6.keras,"[0.24643534421920776, 0.8882521390914917]","[1.6926645040512085, 0.42690059542655945]"
0.7_1_8_3_0_5_4_8_100_6.keras,"[0.4768950343132019, 0.6913580298423767]","[0.5330620408058167, 0.5444444417953491]"
0.7_2_16_1_0_5_1_16_100_6.keras,"[0.4968413710594177, 0.6241135001182556]","[0.539799690246582, 0.44086021184921265]"
0.7_2_16_1_0_5_1_32_100_6.keras,"[0.48297691345214844, 0.5903614163398743]","[0.5366361737251282, 0.5813953280448914]"
0.7_2_16_1_0_5_1_4_100_6.keras,"[0.49208638072013855, 0.6666666865348816]","[0.5460904240608215, 0.5783132314682007]"
0.7_2_16_1_0_5_1_64_100_6.keras,"[0.4938623905181885, 0.5675675868988037]","[0.4974963068962097, 0.49484536051750183]"
0.7_2_16_1_0_5_1_8_100_6.keras,"[0.48074498772621155, 0.5868544578552246]","[0.5217715501785278, 0.4197530746459961]"
0.7_2_16_1_0_5_2_16_100_6.keras,"[0.44859927892684937, 0.7192513346672058]","[0.5833165049552917, 0.5208333134651184]"
0.7_2_16_1_0_5_2_32_100_6.keras,"[0.4517318606376648, 0.7480000257492065]","[0.6845241785049438, 0.43386244773864746]"
0.7_2_16_1_0_5_2_4_100_6.keras,"[0.49093085527420044, 0.0]","[0.5640809535980225, 0.0]"
0.7_2_16_1_0_5_2_64_100_6.keras,"[0.4295189082622528, 0.6513025760650635]","[0.7537349462509155, 0.4635416567325592]"
0.7_2_16_1_0_5_2_8_100_6.keras,"[0.47208067774772644, 0.5462478399276733]","[0.701695442199707, 0.4324324429035187]"
0.7_2_16_1_0_5_3_16_100_6.keras,"[0.46586841344833374, 0.6512345671653748]","[0.551854133605957, 0.47894737124443054]"
0.7_2_16_1_0_5_3_32_100_6.keras,"[0.41460534930229187, 0.6930533051490784]","[0.8474202752113342, 0.42805755138397217]"
0.7_2_16_1_0_5_3_4_100_6.keras,"[0.4763438105583191, 0.533073902130127]","[0.5371589660644531, 0.46226415038108826]"
0.7_2_16_1_0_5_3_64_100_6.keras,"[0.42446446418762207, 0.6173752546310425]","[0.7622873783111572, 0.4124293923377991]"
0.7_2_16_1_0_5_3_8_100_6.keras,"[0.47083809971809387, 0.7142857313156128]","[0.5283017158508301, 0.5333333611488342]"
0.7_2_16_1_0_5_4_16_100_6.keras,"[0.4183625280857086, 0.7465564608573914]","[0.8956753611564636, 0.4430379867553711]"
0.7_2_16_1_0_5_4_32_100_6.keras,"[0.42573314905166626, 0.7435294389724731]","[0.7804328799247742, 0.4792899489402771]"
0.7_2_16_1_0_5_4_4_100_6.keras,"[0.5057880282402039, 0.0]","[0.5003236532211304, 0.0]"
0.7_2_16_1_0_5_4_64_100_6.keras,"[0.3790633976459503, 0.6769437193870544]","[0.7219385504722595, 0.518796980381012]"
0.7_2_16_1_0_5_4_8_100_6.keras,"[0.49475088715553284, 0.0]","[0.5239096879959106, 0.0]"
0.7_2_16_2_0_5_1_16_100_6.keras,"[0.4504280686378479, 0.752212405204773]","[0.9366557002067566, 0.5964912176132202]"
0.7_2_16_2_0_5_1_32_100_6.keras,"[0.4549803137779236, 0.8445945978164673]","[0.7971910834312439, 0.6875]"
0.7_2_16_2_0_5_1_4_100_6.keras,"[0.44311094284057617, 0.7552238702774048]","[0.7284355759620667, 0.44954127073287964]"
0.7_2_16_2_0_5_1_64_100_6.keras,"[0.44114527106285095, 0.6518518328666687]","[0.6949506402015686, 0.4465116262435913]"
0.7_2_16_2_0_5_1_8_100_6.keras,"[0.44183310866355896, 0.7465940117835999]","[0.6275498270988464, 0.4115044176578522]"
0.7_2_16_2_0_5_2_16_100_6.keras,"[0.3833162188529968, 0.831632673740387]","[0.8757789134979248, 0.4392523467540741]"
0.7_2_16_2_0_5_2_32_100_6.keras,"[0.4002857804298401, 0.6800000071525574]","[1.63701593875885, 0.3775811195373535]"
0.7_2_16_2_0_5_2_4_100_6.keras,"[0.4101908802986145, 0.7113820910453796]","[0.82851243019104, 0.4183673560619354]"
0.7_2_16_2_0_5_2_64_100_6.keras,"[0.3554970920085907, 0.7551369667053223]","[2.213160753250122, 0.4012738764286041]"
0.7_2_16_2_0_5_2_8_100_6.keras,"[0.43914300203323364, 0.7216828465461731]","[0.6405575275421143, 0.47457626461982727]"
0.7_2_16_2_0_5_3_16_100_6.keras,"[0.3936678469181061, 0.6979332566261292]","[0.9991501569747925, 0.3392857015132904]"
0.7_2_16_2_0_5_3_32_100_6.keras,"[0.3613874614238739, 0.6963562965393066]","[1.1740915775299072, 0.47457626461982727]"
0.7_2_16_2_0_5_3_4_100_6.keras,"[0.4168107807636261, 0.7111597657203674]","[0.584973931312561, 0.5095541477203369]"
0.7_2_16_2_0_5_3_64_100_6.keras,"[0.33639809489250183, 0.7248227000236511]","[1.7893781661987305, 0.35680750012397766]"
0.7_2_16_2_0_5_3_8_100_6.keras,"[0.4012290835380554, 0.6918032765388489]","[0.8427788019180298, 0.48076921701431274]"
0.7_2_16_2_0_5_4_16_100_6.keras,"[0.43016597628593445, 0.5559038519859314]","[0.9652006030082703, 0.3636363744735718]"
0.7_2_16_2_0_5_4_32_100_6.keras,"[0.3444257378578186, 0.7359477281570435]","[1.800347924232483, 0.43421053886413574]"
0.7_2_16_2_0_5_4_4_100_6.keras,"[0.45384445786476135, 0.6850220561027527]","[0.6414687037467957, 0.4615384638309479]"
0.7_2_16_2_0_5_4_64_100_6.keras,"[0.42357075214385986, 0.7351778745651245]","[1.2596155405044556, 0.40123456716537476]"
0.7_2_16_2_0_5_4_8_100_6.keras,"[0.5480057597160339, 0.0]","[0.5623695850372314, 0.0]"
0.7_2_16_3_0_5_1_16_100_6.keras,"[0.4003343880176544, 0.7080459594726562]","[1.0962285995483398, 0.451127827167511]"
0.7_2_16_3_0_5_1_32_100_6.keras,"[0.4220429062843323, 0.7592592835426331]","[1.5185266733169556, 0.4336283206939697]"
0.7_2_16_3_0_5_1_4_100_6.keras,"[0.39279717206954956, 0.678947389125824]","[1.9991469383239746, 0.46332046389579773]"
0.7_2_16_3_0_5_1_64_100_6.keras,"[0.4000382125377655, 0.7484909296035767]","[1.3914389610290527, 0.4444444477558136]"
0.7_2_16_3_0_5_1_8_100_6.keras,"[0.41157805919647217, 0.7170263528823853]","[2.405153274536133, 0.42105263471603394]"
0.7_2_16_3_0_5_2_16_100_6.keras,"[0.35102856159210205, 0.7865749001502991]","[0.9972377419471741, 0.3623853325843811]"
0.7_2_16_3_0_5_2_32_100_6.keras,"[0.3385118842124939, 0.7484939694404602]","[1.05787193775177, 0.4375]"
0.7_2_16_3_0_5_2_4_100_6.keras,"[0.5476905107498169, 0.0]","[0.5621989965438843, 0.0]"
0.7_2_16_3_0_5_2_64_100_6.keras,"[0.30224770307540894, 0.8345428109169006]","[2.1169979572296143, 0.3959731459617615]"
0.7_2_16_3_0_5_2_8_100_6.keras,"[0.40398213267326355, 0.6883116960525513]","[1.637585997581482, 0.5178571343421936]"
0.7_2_16_3_0_5_3_16_100_6.keras,"[0.3842718303203583, 0.8333333134651184]","[2.0061163902282715, 0.40740740299224854]"
0.7_2_16_3_0_5_3_32_100_6.keras,"[0.3246501088142395, 0.8399339914321899]","[1.2661993503570557, 0.42592594027519226]"
0.7_2_16_3_0_5_3_4_100_6.keras,"[0.5477062463760376, 0.0]","[0.5620547533035278, 0.0]"
0.7_2_16_3_0_5_3_64_100_6.keras,"[0.3133620321750641, 0.8301886916160583]","[2.106003522872925, 0.45059287548065186]"
0.7_2_16_3_0_5_3_8_100_6.keras,"[0.3665847182273865, 0.6744966506958008]","[1.7267569303512573, 0.44171780347824097]"
0.7_2_16_3_0_5_4_16_100_6.keras,"[0.34734976291656494, 0.6969001293182373]","[1.5087858438491821, 0.42268040776252747]"
0.7_2_16_3_0_5_4_32_100_6.keras,"[0.34703853726387024, 0.8579999804496765]","[2.441749334335327, 0.4923076927661896]"
0.7_2_16_3_0_5_4_4_100_6.keras,"[0.3981863856315613, 0.666208803653717]","[0.7929447889328003, 0.40594059228897095]"
0.7_2_16_3_0_5_4_64_100_6.keras,"[0.3254091143608093, 0.7698519229888916]","[2.504714012145996, 0.5974025726318359]"
0.7_2_16_3_0_5_4_8_100_6.keras,"[0.40675780177116394, 0.6043010950088501]","[1.2272772789001465, 0.41085270047187805]"
0.7_2_32_1_0_5_1_16_100_6.keras,"[0.4744690954685211, 0.7633135914802551]","[0.6261920928955078, 0.5531914830207825]"
0.7_2_32_1_0_5_1_32_100_6.keras,"[0.4731437563896179, 0.692307710647583]","[0.6574607491493225, 0.5135135054588318]"
0.7_2_32_1_0_5_1_4_100_6.keras,"[0.46575888991355896, 0.7333333492279053]","[0.6330956220626831, 0.594936728477478]"
0.7_2_32_1_0_5_1_64_100_6.keras,"[0.46797072887420654, 0.7015873193740845]","[0.749147355556488, 0.6875]"
0.7_2_32_1_0_5_1_8_100_6.keras,"[0.4649401605129242, 0.805031418800354]","[0.846623957157135, 0.7096773982048035]"
0.7_2_32_1_0_5_2_16_100_6.keras,"[0.44072335958480835, 0.7200000286102295]","[0.9348360300064087, 0.457446813583374]"
0.7_2_32_1_0_5_2_32_100_6.keras,"[0.40484219789505005, 0.7347740530967712]","[1.0666296482086182, 0.47887325286865234]"
0.7_2_32_1_0_5_2_4_100_6.keras,"[0.4283917546272278, 0.6301824450492859]","[0.9267072081565857, 0.3958333432674408]"
0.7_2_32_1_0_5_2_64_100_6.keras,"[0.4224948585033417, 0.6723484992980957]","[0.7017077207565308, 0.3731343150138855]"
0.7_2_32_1_0_5_2_8_100_6.keras,"[0.3824473023414612, 0.6694329380989075]","[1.5442020893096924, 0.5204081535339355]"
0.7_2_32_1_0_5_3_16_100_6.keras,"[0.42174845933914185, 0.7242424488067627]","[0.9407212138175964, 0.41803279519081116]"
0.7_2_32_1_0_5_3_32_100_6.keras,"[0.3786093592643738, 0.699999988079071]","[0.8302169442176819, 0.4220183491706848]"
0.7_2_32_1_0_5_3_4_100_6.keras,"[0.5481370687484741, 0.0]","[0.561597466468811, 0.0]"
0.7_2_32_1_0_5_3_64_100_6.keras,"[0.3512428104877472, 0.8061889410018921]","[1.8820518255233765, 0.35483869910240173]"
0.7_2_32_1_0_5_3_8_100_6.keras,"[0.39928197860717773, 0.6531713604927063]","[0.6351426243782043, 0.39534884691238403]"
0.7_2_32_1_0_5_4_16_100_6.keras,"[0.3679249882698059, 0.817699134349823]","[1.1021606922149658, 0.4318181872367859]"
0.7_2_32_1_0_5_4_32_100_6.keras,"[0.3367074429988861, 0.8101071715354919]","[1.9755274057388306, 0.4237288236618042]"
0.7_2_32_1_0_5_4_4_100_6.keras,"[0.4217545688152313, 0.6207455396652222]","[0.741672694683075, 0.4296875]"
0.7_2_32_1_0_5_4_64_100_6.keras,"[0.357614129781723, 0.8654618263244629]","[3.1733617782592773, 0.420560747385025]"
0.7_2_32_1_0_5_4_8_100_6.keras,"[0.4440203607082367, 0.6677018404006958]","[0.7268292903900146, 0.5066666603088379]"
0.7_2_32_2_0_5_1_16_100_6.keras,"[0.3416036069393158, 0.7642163634300232]","[1.526694655418396, 0.43606558442115784]"
0.7_2_32_2_0_5_1_32_100_6.keras,"[0.37007227540016174, 0.7265238761901855]","[1.167717695236206, 0.39263802766799927]"
0.7_2_32_2_0_5_1_4_100_6.keras,"[0.33594706654548645, 0.7886855006217957]","[1.2506247758865356, 0.4277777671813965]"
0.7_2_32_2_0_5_1_64_100_6.keras,"[0.3517115116119385, 0.736994206905365]","[1.1151599884033203, 0.43703705072402954]"
0.7_2_32_2_0_5_1_8_100_6.keras,"[0.37271857261657715, 0.8266978859901428]","[1.271701455116272, 0.4571428596973419]"
0.7_2_32_2_0_5_2_16_100_6.keras,"[0.30554428696632385, 0.8188512325286865]","[1.6659235954284668, 0.3788546323776245]"
0.7_2_32_2_0_5_2_32_100_6.keras,"[0.28278523683547974, 0.8224688172340393]","[1.427268147468567, 0.4514285624027252]"
0.7_2_32_2_0_5_2_4_100_6.keras,"[0.5479168891906738, 0.0]","[0.5618355870246887, 0.0]"
0.7_2_32_2_0_5_2_64_100_6.keras,"[0.30778172612190247, 0.8649094104766846]","[1.200662612915039, 0.37337663769721985]"
0.7_2_32_2_0_5_2_8_100_6.keras,"[0.3393735885620117, 0.8767676949501038]","[1.1558538675308228, 0.43478259444236755]"
0.7_2_32_2_0_5_3_16_100_6.keras,"[0.2966553568840027, 0.8490259647369385]","[1.871376633644104, 0.3730158805847168]"
0.7_2_32_2_0_5_3_32_100_6.keras,"[0.25562331080436707, 0.8702702522277832]","[2.0788707733154297, 0.43718594312667847]"
0.7_2_32_2_0_5_3_4_100_6.keras,"[0.3413095474243164, 0.8454198241233826]","[1.4620029926300049, 0.3571428656578064]"
0.7_2_32_2_0_5_3_64_100_6.keras,"[0.26826024055480957, 0.7769396305084229]","[2.056196928024292, 0.4218009412288666]"
0.7_2_32_2_0_5_3_8_100_6.keras,"[0.36361241340637207, 0.6718562841415405]","[1.178174376487732, 0.48905110359191895]"
0.7_2_32_2_0_5_4_16_100_6.keras,"[0.29929226636886597, 0.8534923195838928]","[3.0000834465026855, 0.43529412150382996]"
0.7_2_32_2_0_5_4_32_100_6.keras,"[0.2700519859790802, 0.8506224155426025]","[3.430797576904297, 0.4485294222831726]"
0.7_2_32_2_0_5_4_4_100_6.keras,"[0.33533090353012085, 0.6896918416023254]","[1.658909559249878, 0.5]"
0.7_2_32_2_0_5_4_64_100_6.keras,"[0.21134893596172333, 0.8691357970237732]","[2.512942314147949, 0.3949044644832611]"
0.7_2_32_2_0_5_4_8_100_6.keras,"[0.3167266547679901, 0.7418994307518005]","[2.5210459232330322, 0.4121621549129486]"
0.7_2_32_3_0_5_1_16_100_6.keras,"[0.2883557081222534, 0.809271514415741]","[2.5969080924987793, 0.4059829115867615]"
0.7_2_32_3_0_5_1_32_100_6.keras,"[0.31440165638923645, 0.7680965065956116]","[1.2642955780029297, 0.41304346919059753]"
0.7_2_32_3_0_5_1_4_100_6.keras,"[0.3027586340904236, 0.7701564431190491]","[1.8714066743850708, 0.4193548262119293]"
0.7_2_32_3_0_5_1_64_100_6.keras,"[0.2812384068965912, 0.7717149257659912]","[1.5184847116470337, 0.44131454825401306]"
0.7_2_32_3_0_5_1_8_100_6.keras,"[0.28490808606147766, 0.8210382461547852]","[2.3574485778808594, 0.39534884691238403]"
0.7_2_32_3_0_5_2_16_100_6.keras,"[0.26188838481903076, 0.8462623357772827]","[2.7441413402557373, 0.4731707274913788]"
0.7_2_32_3_0_5_2_32_100_6.keras,"[0.2495880424976349, 0.8312655091285706]","[2.6995770931243896, 0.38785046339035034]"
0.7_2_32_3_0_5_2_4_100_6.keras,"[0.2814173698425293, 0.8119205236434937]","[2.3871946334838867, 0.4079602062702179]"
0.7_2_32_3_0_5_2_64_100_6.keras,"[0.2483232617378235, 0.8569444417953491]","[3.351041078567505, 0.4265232980251312]"
0.7_2_32_3_0_5_2_8_100_6.keras,"[0.2578878700733185, 0.8095822930335999]","[2.081881284713745, 0.4285714328289032]"
0.7_2_32_3_0_5_3_16_100_6.keras,"[0.23209722340106964, 0.8868421316146851]","[2.898648262023926, 0.4301075339317322]"
0.7_2_32_3_0_5_3_32_100_6.keras,"[0.22698330879211426, 0.8569636344909668]","[3.0123720169067383, 0.4252336323261261]"
0.7_2_32_3_0_5_3_4_100_6.keras,"[0.5477830171585083, 0.0]","[0.5626948475837708, 0.0]"
0.7_2_32_3_0_5_3_64_100_6.keras,"[0.22741128504276276, 0.8674242496490479]","[3.840913772583008, 0.43809524178504944]"
0.7_2_32_3_0_5_3_8_100_6.keras,"[0.23846612870693207, 0.875]","[1.8408087491989136, 0.3756345212459564]"
0.7_2_32_3_0_5_4_16_100_6.keras,"[0.232358917593956, 0.8987687826156616]","[2.142151117324829, 0.42767295241355896]"
0.7_2_32_3_0_5_4_32_100_6.keras,"[0.23288461565971375, 0.8493826985359192]","[2.1461739540100098, 0.4680851101875305]"
0.7_2_32_3_0_5_4_4_100_6.keras,"[0.5477041602134705, 0.0]","[0.5620642900466919, 0.0]"
0.7_2_32_3_0_5_4_64_100_6.keras,"[0.23299886286258698, 0.8481613397598267]","[3.16801118850708, 0.4661654233932495]"
0.7_2_32_3_0_5_4_8_100_6.keras,"[0.2671639621257782, 0.7701396346092224]","[2.273648738861084, 0.4097222089767456]"
0.7_2_4_1_0_5_1_16_100_6.keras,"[0.5030813813209534, 0.6141732335090637]","[0.536602795124054, 0.37634408473968506]"
0.7_2_4_1_0_5_1_32_100_6.keras,"[0.5109723806381226, 0.7285714149475098]","[0.5523338913917542, 0.420634925365448]"
0.7_2_4_1_0_5_1_4_100_6.keras,"[0.5125024914741516, 0.0]","[0.50005042552948, 0.0]"
0.7_2_4_1_0_5_1_64_100_6.keras,"[0.511869490146637, 0.0]","[0.5021815896034241, 0.0]"
0.7_2_4_1_0_5_1_8_100_6.keras,"[0.5157621502876282, 0.0]","[0.5092343688011169, 0.0]"
0.7_2_4_1_0_5_2_16_100_6.keras,"[0.5079755187034607, 0.0]","[0.5076233148574829, 0.0]"
0.7_2_4_1_0_5_2_32_100_6.keras,"[0.5157555937767029, 0.0]","[0.5282593965530396, 0.0]"
0.7_2_4_1_0_5_2_4_100_6.keras,"[0.5095982551574707, 0.7083333134651184]","[0.5012108087539673, 0.47959184646606445]"
0.7_2_4_1_0_5_2_64_100_6.keras,"[0.4872758984565735, 0.5933147668838501]","[0.5040204524993896, 0.5074626803398132]"
0.7_2_4_1_0_5_2_8_100_6.keras,"[0.5149828791618347, 0.0]","[0.529171884059906, 0.0]"
0.7_2_4_1_0_5_3_16_100_6.keras,"[0.517557680606842, 0.0]","[0.5132825970649719, 0.0]"
0.7_2_4_1_0_5_3_32_100_6.keras,"[0.4901685416698456, 0.6494845151901245]","[0.5683963894844055, 0.4960629940032959]"
0.7_2_4_1_0_5_3_4_100_6.keras,"[0.5481414794921875, 0.0]","[0.5615184307098389, 0.0]"
0.7_2_4_1_0_5_3_64_100_6.keras,"[0.49278584122657776, 0.5198412537574768]","[0.643723726272583, 0.5185185074806213]"
0.7_2_4_1_0_5_3_8_100_6.keras,"[0.4963761568069458, 0.5675675868988037]","[0.5132802724838257, 0.46086955070495605]"
0.7_2_4_1_0_5_4_16_100_6.keras,"[0.5132004022598267, 0.5575757622718811]","[0.5267937779426575, 0.46666666865348816]"
0.7_2_4_1_0_5_4_32_100_6.keras,"[0.49306851625442505, 0.623711347579956]","[0.5377070903778076, 0.37288135290145874]"
0.7_2_4_1_0_5_4_4_100_6.keras,"[0.5062185525894165, 0.0]","[0.5144055485725403, 0.0]"
0.7_2_4_1_0_5_4_64_100_6.keras,"[0.5188692212104797, 0.0]","[0.5152984261512756, 0.0]"
0.7_2_4_1_0_5_4_8_100_6.keras,"[0.49671217799186707, 0.0]","[0.5072232484817505, 0.0]"
0.7_2_4_2_0_5_1_16_100_6.keras,"[0.5027777552604675, 0.6644737124443054]","[0.5235873460769653, 0.4159291982650757]"
0.7_2_4_2_0_5_1_32_100_6.keras,"[0.5117855072021484, 0.0]","[0.5296269059181213, 0.0]"
0.7_2_4_2_0_5_1_4_100_6.keras,"[0.5038110017776489, 0.5852941274642944]","[0.5259230136871338, 0.561904788017273]"
0.7_2_4_2_0_5_1_64_100_6.keras,"[0.477653831243515, 0.4717608094215393]","[0.6177158355712891, 0.4444444477558136]"
0.7_2_4_2_0_5_1_8_100_6.keras,"[0.49593284726142883, 0.539170503616333]","[0.5395243167877197, 0.9411764740943909]"
0.7_2_4_2_0_5_2_16_100_6.keras,"[0.5024109482765198, 0.0]","[0.5702356100082397, 0.0]"
0.7_2_4_2_0_5_2_32_100_6.keras,"[0.5053178071975708, 0.656521737575531]","[0.5096726417541504, 0.5802469253540039]"
0.7_2_4_2_0_5_2_4_100_6.keras,"[0.49848470091819763, 0.5375722646713257]","[0.5152595639228821, 0.4065040647983551]"
0.7_2_4_2_0_5_2_64_100_6.keras,"[0.5001785159111023, 0.6447368264198303]","[0.5269721150398254, 0.5396825671195984]"
0.7_2_4_2_0_5_2_8_100_6.keras,"[0.48823055624961853, 0.6973684430122375]","[0.5192321538925171, 0.0]"
0.7_2_4_2_0_5_3_16_100_6.keras,"[0.5016774535179138, 0.0]","[0.5044355392456055, 0.0]"
0.7_2_4_2_0_5_3_32_100_6.keras,"[0.46558740735054016, 0.6472602486610413]","[0.635948896408081, 0.47252747416496277]"
0.7_2_4_2_0_5_3_4_100_6.keras,"[0.5184647440910339, 0.0]","[0.512327253818512, 0.0]"
0.7_2_4_2_0_5_3_64_100_6.keras,"[0.4578317403793335, 0.6577380895614624]","[0.5282644629478455, 0.5789473652839661]"
0.7_2_4_2_0_5_3_8_100_6.keras,"[0.5479552745819092, 0.0]","[0.5621952414512634, 0.0]"
0.7_2_4_2_0_5_4_16_100_6.keras,"[0.5174437165260315, 0.6842105388641357]","[0.5244402885437012, 0.8999999761581421]"
0.7_2_4_2_0_5_4_32_100_6.keras,"[0.4721275866031647, 0.782608687877655]","[0.584181547164917, 0.42424243688583374]"
0.7_2_4_2_0_5_4_4_100_6.keras,"[0.4820270240306854, 0.5479876399040222]","[0.5746703743934631, 0.5]"
0.7_2_4_2_0_5_4_64_100_6.keras,"[0.5013260841369629, 0.5936395525932312]","[0.5511777400970459, 0.47826087474823]"
0.7_2_4_2_0_5_4_8_100_6.keras,"[0.49100983142852783, 0.0]","[0.6255707144737244, 0.0]"
0.7_2_4_3_0_5_1_16_100_6.keras,"[0.4988006055355072, 0.6917808055877686]","[0.5565438270568848, 0.5175438523292542]"
0.7_2_4_3_0_5_1_32_100_6.keras,"[0.49878764152526855, 0.9230769276618958]","[0.5437095165252686, 0.0]"
0.7_2_4_3_0_5_1_4_100_6.keras,"[0.504751443862915, 0.6779661178588867]","[0.5385252237319946, 0.3741007149219513]"
0.7_2_4_3_0_5_1_64_100_6.keras,"[0.4946003556251526, 0.5928853750228882]","[0.6845958828926086, 0.5375000238418579]"
0.7_2_4_3_0_5_1_8_100_6.keras,"[0.47161832451820374, 0.6399999856948853]","[0.550951361656189, 0.0]"
0.7_2_4_3_0_5_2_16_100_6.keras,"[0.49859973788261414, 0.539534866809845]","[0.5469731092453003, 0.45578232407569885]"
0.7_2_4_3_0_5_2_32_100_6.keras,"[0.4809008240699768, 0.7111111283302307]","[0.5425938367843628, 0.54666668176651]"
0.7_2_4_3_0_5_2_4_100_6.keras,"[0.5015637874603271, 0.7843137383460999]","[0.522777795791626, 0.75]"
0.7_2_4_3_0_5_2_64_100_6.keras,"[0.5122557878494263, 0.7843137383460999]","[0.5222557783126831, 0.577464759349823]"
0.7_2_4_3_0_5_2_8_100_6.keras,"[0.49982112646102905, 0.5357142686843872]","[0.5182719826698303, 0.3913043439388275]"
0.7_2_4_3_0_5_3_16_100_6.keras,"[0.4784267842769623, 0.6302895545959473]","[0.7175407409667969, 0.3232323229312897]"
0.7_2_4_3_0_5_3_32_100_6.keras,"[0.46648091077804565, 0.6943620443344116]","[0.5606285929679871, 0.5299145579338074]"
0.7_2_4_3_0_5_3_4_100_6.keras,"[0.4922333359718323, 0.8085106611251831]","[0.5396084189414978, 0.44117647409439087]"
0.7_2_4_3_0_5_3_64_100_6.keras,"[0.49459803104400635, 0.6339066624641418]","[0.5803593397140503, 0.44186046719551086]"
0.7_2_4_3_0_5_3_8_100_6.keras,"[0.48713117837905884, 0.6741573214530945]","[0.5720446109771729, 0.5074626803398132]"
0.7_2_4_3_0_5_4_16_100_6.keras,"[0.46626153588294983, 0.6233766078948975]","[0.5340864658355713, 0.5882353186607361]"
0.7_2_4_3_0_5_4_32_100_6.keras,"[0.45057550072669983, 0.7116788029670715]","[0.6127559542655945, 0.4590163826942444]"
0.7_2_4_3_0_5_4_4_100_6.keras,"[0.48907315731048584, 0.6142857074737549]","[0.5747038125991821, 0.3611111044883728]"
0.7_2_4_3_0_5_4_64_100_6.keras,"[0.46309468150138855, 0.6097561120986938]","[1.2211765050888062, 0.4436090290546417]"
0.7_2_4_3_0_5_4_8_100_6.keras,"[0.5151885151863098, 0.5477706789970398]","[0.527105987071991, 0.8181818127632141]"
0.7_2_64_1_0_5_1_16_100_6.keras,"[0.4366557002067566, 0.7012194991111755]","[0.845951497554779, 0.47999998927116394]"
0.7_2_64_1_0_5_1_32_100_6.keras,"[0.4286036789417267, 0.6812609434127808]","[0.7305830121040344, 0.532608687877655]"
0.7_2_64_1_0_5_1_4_100_6.keras,"[0.4190696179866791, 0.6842948794364929]","[0.7383745908737183, 0.380952388048172]"
0.7_2_64_1_0_5_1_64_100_6.keras,"[0.4124762713909149, 0.7951070070266724]","[0.8427028656005859, 0.4343434274196625]"
0.7_2_64_1_0_5_1_8_100_6.keras,"[0.42691755294799805, 0.880382776260376]","[0.8844540119171143, 0.46875]"
0.7_2_64_1_0_5_2_16_100_6.keras,"[0.33132392168045044, 0.8218694925308228]","[1.9129712581634521, 0.5660377144813538]"
0.7_2_64_1_0_5_2_32_100_6.keras,"[0.3188004791736603, 0.8305647969245911]","[1.4795753955841064, 0.43884891271591187]"
0.7_2_64_1_0_5_2_4_100_6.keras,"[0.5481385588645935, 0.0]","[0.5616359114646912, 0.0]"
